query,ref_match,ref_match_id
methicillin-resistant staphylococcus aureus infectious disease,Methicillin-Resistant Staphylococcus Aureus Infection,EFO:0008555
Chagas disease,American trypanosomiasis,EFO:0008559
Female infertility,female infertility,EFO:0008560
female infertility,female infertility,EFO:0008560
female infertility,female infertility,EFO:0008560
diaphragmatic hernia,diaphragmatic hernia,EFO:0008561
sleep disorder,Sleep Disorder,EFO:0008568
Sleep Disorder,Sleep Disorder,EFO:0008568
viral conjunctivitis,viral conjunctivitis,EFO:0008571
Viral Conjunctivitis,viral conjunctivitis,EFO:0008571
Desnutrición,malnutrition,EFO:0008572
alcoholic liver diseases,alcoholic liver disease,EFO:0008573
Alcoholic Liver Disease,alcoholic liver disease,EFO:0008573
Gangreen,gangrene,EFO:0008574
salivary gland disease,salivary gland disease,EFO:0008581
salivary gland disorder,salivary gland disease,EFO:0008581
Salivary Gland Disorder,salivary gland disease,EFO:0008581
acute myocardial infarction,acute myocardial infarction,EFO:0008583
acute myocardial infarction,acute myocardial infarction,EFO:0008583
Acute Myocardial Infarction,acute myocardial infarction,EFO:0008583
gender incongruence,gender identity disorder,EFO:0008587
peritonitis,peritonitis,EFO:0008588
Peritonit,peritonitis,EFO:0008588
peritonitis,peritonitis,EFO:0008588
Peritonitis,peritonitis,EFO:0008588
status asthmaticus,Status Asthmaticus,EFO:0008590
Estado asmático,Status Asthmaticus,EFO:0008590
status asthmaticus,Status Asthmaticus,EFO:0008590
Status Asthmaticus,Status Asthmaticus,EFO:0008590
anti-p200 pemphigoid,anti-p200 pemphigoid,EFO:0008597
bullous skin disease,autoimmune bullous skin disease,EFO:0008598
obsolete_bullous skin disease,autoimmune bullous skin disease,EFO:0008598
autoimmune bullous skin disease,autoimmune bullous skin disease,EFO:0008598
pemphigus foliaceus,pemphigus foliaceus,EFO:0008601
pemphigus foliaceus,pemphigus foliaceus,EFO:0008601
paraneoplastic pemphigus,paraneoplastic pemphigus,EFO:0008602
paraneoplastic pemphigus,paraneoplastic pemphigus,EFO:0008602
pemphigus erythematosus,pemphigus erythematosus,EFO:0008603
ocular cicatricial pemphigoid,ocular cicatricial pemphigoid,EFO:0008610
Ocular Cicatricial Pemphigoid,ocular cicatricial pemphigoid,EFO:0008610
pemphigus vegetans,pemphigus vegetans,EFO:0008613
cystic kidney disease,Cystic Kidney Disease,EFO:0008615
cystic kidney disease,Cystic Kidney Disease,EFO:0008615
Cystic Kidney Disease,Cystic Kidney Disease,EFO:0008615
polycystic kidney disease,Polycystic Kidney Disease,EFO:0008620
polycystic kidney disease,Polycystic Kidney Disease,EFO:0008620
Polycystic Kidney Disease,Polycystic Kidney Disease,EFO:0008620
dysthymic disorder,dysthymic disorder,EFO:0008623
dysthymic disorder,dysthymic disorder,EFO:0008623
Dysthymic Disorder,dysthymic disorder,EFO:0008623
vitreous body disorder,vitreous body disease,EFO:0008624
Vitreous Body Disorder,vitreous body disease,EFO:0008624
Glasvocht bloeding,vitreous hemorrhage,EFO:0008626
vitreous body hemorrhage,vitreous hemorrhage,EFO:0008626
Bloeding van het oog,eye hemorrhage,EFO:0008627
eye hemorrhage,eye hemorrhage,EFO:0008627
synovitis,synovitis,EFO:0008997
Sinovit,synovitis,EFO:0008997
synovitis,synovitis,EFO:0008997
Synovitis,synovitis,EFO:0008997
mast cell neoplasm,Mast Cell Neoplasm,EFO:0009000
Mast Cell Neoplasm,Mast Cell Neoplasm,EFO:0009000
mast cell neoplasm,Mast Cell Neoplasm,EFO:0009000
Mast Cell Neoplasm,Mast Cell Neoplasm,EFO:0009000
mastocytosis,Mastocytosis,EFO:0009001
mastocytosis,Mastocytosis,EFO:0009001
Mastocytosis,Mastocytosis,EFO:0009001
splenic disease,splenic disease,EFO:0009002
splenic disorder,splenic disease,EFO:0009002
Splenic Disorder,splenic disease,EFO:0009002
ovarian dysfunction,ovarian dysfunction,EFO:0009003
ovarian dysfunction,ovarian dysfunction,EFO:0009003
Ovarian Failure,ovarian dysfunction,EFO:0009003
estrogen excess,hyperestrogenism,EFO:0009004
premature menopause,premature menopause,EFO:0009005
premature menopause,premature menopause,EFO:0009005
Premature Menopause,premature menopause,EFO:0009005
pyoderma gangrenosum-acne-suppurative hidradenitis syndrome,Pyoderma gangrenosum-acne-suppurative hidradenitis syndrome,EFO:0009009
Arterit,Arteritis,EFO:0009011
arteritis,Arteritis,EFO:0009011
Arteritis,Arteritis,EFO:0009011
polyarteritis nodosa,Polyarteritis Nodosa,EFO:0009012
polyarteritis nodosa,Polyarteritis Nodosa,EFO:0009012
Polyarteritis nodosa,Polyarteritis Nodosa,EFO:0009012
"3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia","3-methylglutaconic aciduria with cataracts, neurologic involvement, and neutropenia",EFO:0009014
camptodactyly-arthropathy-coxa vara-pericarditis syndrome,Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome,EFO:0009028
camptodactyly-arthropathy-coxa vara-pericarditis syndrome,Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome,EFO:0009028
central precocious puberty,Central precocious puberty,EFO:0009029
central precocious puberty,Central precocious puberty,EFO:0009029
congenital bile acid synthesis defect,Congenital bile acid synthesis defect,EFO:0009039
congenital bile acid synthesis defect,Congenital bile acid synthesis defect,EFO:0009039
ACTH-independent macronodular adrenal hyperplasia,Cushing syndrome due to macronodular adrenal hyperplasia,EFO:0009041
Cushing syndrome due to macronodular adrenal hyperplasia,Cushing syndrome due to macronodular adrenal hyperplasia,EFO:0009041
familial porphyria cutanea tarda,Familial porphyria cutanea tarda,EFO:0009043
pleuropulmonary blastoma,Pleuropulmonary blastoma,EFO:0009052
pleuropulmonary blastoma,Pleuropulmonary blastoma,EFO:0009052
Pleuropulmonary Blastoma,Pleuropulmonary blastoma,EFO:0009052
primary progressive aphasia,Primary progressive aphasia,EFO:0009053
Primary Progressive Aphasia,Primary progressive aphasia,EFO:0009053
cerebellar ataxia type 42,Spinocerebellar ataxia type 42,EFO:0009059
spinocerebellar ataxia type 42,Spinocerebellar ataxia type 42,EFO:0009059
Spinocerebellar Ataxia Type 42,Spinocerebellar ataxia type 42,EFO:0009059
dicer1 syndrome,dicer1 syndrome,EFO:0009068
obsolete DICER1 syndrome,dicer1 syndrome,EFO:0009068
DICER1 Syndrome,dicer1 syndrome,EFO:0009068
"malignant hyperthermia, susceptibility to, 1","malignant hyperthermia, susceptibility to, 1",EFO:0009071
nonsyndromic deafness,nonsyndromic deafness,EFO:0009076
premature chromatid separation trait,premature chromatid separation trait,EFO:0009077
White-Sutton syndrome,white-sutton syndrome,EFO:0009079
pilomatrixoma,Pilomatrixoma,EFO:0009082
pilomatrixoma,Pilomatrixoma,EFO:0009082
Pilomatricoma,Pilomatrixoma,EFO:0009082
arteriosclerosis,arteriosclerosis,EFO:0009086
arteriosclerosis disorder,arteriosclerosis,EFO:0009086
invasive non-typhoidal salmonellosis,non-typhoidal Salmonella bacteremia,EFO:0009087
Hiperuricemia,hyperuricemia,EFO:0009104
typhus,typhus,EFO:0009117
typhus,typhus,EFO:0009117
female reproductive endometrioid cancer,female reproductive endometrioid cancer,EFO:0009118
endometrioid tumor,female reproductive endometrioid cancer,EFO:0009118
obsolete precursor lymphoblastic lymphoma/leukemia,precursor lymphoblastic lymphoma/leukemia,EFO:0009119
precursor lymphoblastic lymphoma/leukemia,precursor lymphoblastic lymphoma/leukemia,EFO:0009119
precursor lymphoblastic lymphoma/leukemia,precursor lymphoblastic lymphoma/leukemia,EFO:0009119
Precursor Lymphoid Neoplasm,precursor lymphoblastic lymphoma/leukemia,EFO:0009119
blood harvesting,blood draw,EFO:0009121
organ harvesting,organ extraction,EFO:0009124
"heterotaxy, visceral, 1, X-linked","heterotaxy, visceral, x-linked",EFO:0009136
neonatal-onset encephalopathy with rigidity and seizures,Lethal neonatal spasticity-epileptic encephalopathy syndrome,EFO:0009144
ACTH-independent macronodular adrenal hyperplasia 2,acth-independent macronodular adrenal hyperplasia 2,EFO:0009148
congenital muscular dystrophy with cataracts and intellectual disability,"muscular dystrophy, congenital, with cataracts and intellectual disability",EFO:0009149
cone-rod dystrophy and hearing loss,cone-rod dystrophy and hearing loss,EFO:0009151
autosomal dominant intellectual developmental disorder 52,"intellectual disability, autosomal dominant 52",EFO:0009152
"intellectual disability, autosomal recessive 52","intellectual disability, autosomal dominant 52",EFO:0009152
"intellectual disability, autosomal dominant 52","intellectual disability, autosomal dominant 52",EFO:0009152
lymphatic malformation 6,"lymphedema, hereditary, iii",EFO:0009153
"growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy","growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy",EFO:0009155
autosomal dominant intellectual developmental disorder 48,"intellectual disability, autosomal dominant 48",EFO:0009156
"malaria, susceptibility to",susceptibility to malaria,EFO:0009157
"encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy","encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy",EFO:0009158
Stromme syndrome,stromme syndrome,EFO:0009160
Stromme syndrome,stromme syndrome,EFO:0009160
Charcot-Marie-Tooth disease axonal type 2T,"charcot-marie-tooth disease, axonal, type 2t",EFO:0009162
Charcot-Marie-Tooth disease axonal type 2T,"charcot-marie-tooth disease, axonal, type 2t",EFO:0009162
autosomal dominant intellectual developmental disorder 54,"intellectual disability, autosomal dominant 54",EFO:0009164
autosomal dominant intellectual developmental disorder 53,"intellectual disability, autosomal dominant 53",EFO:0009165
"intellectual disability, autosomal dominant 53","intellectual disability, autosomal dominant 53",EFO:0009165
hyperthyroidism,hyperthyroidism,EFO:0009189
Hipertiroidismo,hyperthyroidism,EFO:0009189
hyperthyroidism,hyperthyroidism,EFO:0009189
Hyperthyroidism,hyperthyroidism,EFO:0009189
thyrotoxicosis,Thyrotoxicosis,EFO:0009190
thyrotoxicosis,Thyrotoxicosis,EFO:0009190
Thyrotoxicosis,Thyrotoxicosis,EFO:0009190
Plummer's disease,Toxic Nodular Goiter,EFO:0009191
Plummer disease,Toxic Nodular Goiter,EFO:0009191
Toxic Nodular Goiter,Toxic Nodular Goiter,EFO:0009191
drug- or toxin-induced pulmonary arterial hypertension,Drug- or toxin-induced pulmonary arterial hypertension,EFO:0009192
pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis,Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis,EFO:0009199
Eisenmenger syndrome,Eisenmenger syndrome,EFO:0009200
Eisenmenger Syndrome,Eisenmenger syndrome,EFO:0009200
myopic macular degeneration,myopic macular degeneration,EFO:0009201
Myopic macular degeneration,myopic macular degeneration,EFO:0009201
optic nerve glioma,optic nerve glioblastoma,EFO:0009254
optic nerve glioma,optic nerve glioblastoma,EFO:0009254
Optic Nerve Glioma,optic nerve glioblastoma,EFO:0009254
cecal benign neoplasm,cecal neoplasm,EFO:0009255
cecal benign neoplasm,cecal neoplasm,EFO:0009255
cecal neoplasm,cecal neoplasm,EFO:0009255
Cecum Neoplasm,cecal neoplasm,EFO:0009255
skin carcinoma,skin carcinoma,EFO:0009259
skin carcinoma,skin carcinoma,EFO:0009259
Skin Carcinoma,skin carcinoma,EFO:0009259
refractory celiac disease,refractory celiac disease,EFO:0009266
delirium,delirium,EFO:0009267
Delirium,delirium,EFO:0009267
FG syndrome,fg syndrome,EFO:0009297
FG syndrome,fg syndrome,EFO:0009297
"neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive","neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant",EFO:0009300
"dystonia 28, childhood-onset","dystonia 28, childhood-onset",EFO:0009301
amelogenesis imperfecta type 1J,"amelogenesis imperfecta, type ij",EFO:0009302
"amelogenesis imperfecta, type 1J","amelogenesis imperfecta, type ij",EFO:0009302
linear IgA Dermatosis,Linear IgA Dermatosis,EFO:0009313
blood coagulation disease,blood coagulation disease,EFO:0009314
blood coagulation disease,blood coagulation disease,EFO:0009314
Coagulation Disorder,blood coagulation disease,EFO:0009314
thrombophilia,thrombophilia,EFO:0009315
thrombophilia,thrombophilia,EFO:0009315
Thrombophilia,thrombophilia,EFO:0009315
Activité de la protéine C réduite,protein c deficiency,EFO:0009316
diabetic macular edema,diabetic macular edema,EFO:0009321
diabetic macular edema,diabetic macular edema,EFO:0009321
proliferative diabetic retinopathy,proliferative diabetic retinopathy,EFO:0009322
proliferative diabetic retinopathy,proliferative diabetic retinopathy,EFO:0009322
Proliferative Diabetic Retinopathy,proliferative diabetic retinopathy,EFO:0009322
Edema,edema,EFO:0009373
"Lai, Daniel",184-hTERT,EFO:0009375
facial neuralgia,facial neuralgia,EFO:0009380
facial neuralgia,facial neuralgia,EFO:0009380
"tumoral calcinosis, hyperphosphatemic, familial, 2","tumoral calcinosis, hyperphosphatemic, familial, 2",EFO:0009383
"tumoral calcinosis, hyperphosphatemic, familial, 3","tumoral calcinosis, hyperphosphatemic, familial, 3",EFO:0009384
familial tumoral calcinosis,familial tumoral calcinosis,EFO:0009385
central nervous system disease,central nervous system disease,EFO:0009386
central nervous system disorder,central nervous system disease,EFO:0009386
Central Nervous System Disorder,central nervous system disease,EFO:0009386
peripheral nervous system disease,peripheral nervous system disease,EFO:0009387
peripheral nervous system disorder,peripheral nervous system disease,EFO:0009387
Peripheral Nervous System Disorder,peripheral nervous system disease,EFO:0009387
glucose metabolism disease,glucose metabolism disease,EFO:0009406
glucose metabolism disease,glucose metabolism disease,EFO:0009406
Glucose Metabolism Disorder,glucose metabolism disease,EFO:0009406
Yersinia enterocolitica infectious disease,Yersinia enterocolitica infectious disease,EFO:0009424
plague,Yersinia pestis infectious disease,EFO:0009425
plague,Yersinia pestis infectious disease,EFO:0009425
Plague,Yersinia pestis infectious disease,EFO:0009425
embryonic lethality,embryonic lethality,EFO:0009427
neuralgia,neuralgia,EFO:0009430
intestinal disease,intestinal disease,EFO:0009431
intestinal disorder,intestinal disease,EFO:0009431
Intestinal Disorder,intestinal disease,EFO:0009431
lower respiratory tract disease,lower respiratory tract disease,EFO:0009433
lower respiratory tract disorder,lower respiratory tract disease,EFO:0009433
lymphoplasmacytic lymphoma,Waldenstrom macroglobulinemia,EFO:0009441
Waldenstrom macroglobulinemia,Waldenstrom macroglobulinemia,EFO:0009441
Waldenstrom Macroglobulinemia,Waldenstrom macroglobulinemia,EFO:0009441
hypoxia,hypoxia,EFO:0009444
Hipoksemi,hypoxemia,EFO:0009447
hypoxemia,hypoxemia,EFO:0009447
pulmonary fibrosis,pulmonary fibrosis,EFO:0009448
pulmonary fibrosis,pulmonary fibrosis,EFO:0009448
Pulmonary Fibrosis,pulmonary fibrosis,EFO:0009448
keratitis,keratitis,EFO:0009449
keratitis,keratitis,EFO:0009449
Keratitis,keratitis,EFO:0009449
conjunctivitis,conjunctivitis,EFO:0009450
Conjonctivite,conjunctivitis,EFO:0009450
conjunctivitis,conjunctivitis,EFO:0009450
Conjunctivitis,conjunctivitis,EFO:0009450
hypoparathyroidism,hypoparathyroidism,EFO:0009451
hypoparathyroidism,hypoparathyroidism,EFO:0009451
Hypoparathyroidism,hypoparathyroidism,EFO:0009451
primary hyperaldosteronism,hyperaldosteronism,EFO:0009452
hyperaldosteronism,hyperaldosteronism,EFO:0009452
hemiplegia,hemiplegia,EFO:0009453
Hemiplegia,hemiplegia,EFO:0009453
hemiplegia,hemiplegia,EFO:0009453
gastric ulcer,gastric ulcer,EFO:0009454
Gastric ulcer,gastric ulcer,EFO:0009454
gastric ulcer,gastric ulcer,EFO:0009454
Gastric Ulcer,gastric ulcer,EFO:0009454
lacrimal apparatus disease,lacrimal apparatus disease,EFO:0009455
lacrimal apparatus disorder,lacrimal apparatus disease,EFO:0009455
Lacrimal System Disorder,lacrimal apparatus disease,EFO:0009455
exfoliative dermatitis,exfoliative dermatitis,EFO:0009456
Erythroderma,exfoliative dermatitis,EFO:0009456
abnormal vascular wound healing,abnormal vascular wound healing,EFO:0009457
corneal disease,corneal disease,EFO:0009464
corneal disorder,corneal disease,EFO:0009464
Corneal Disorder,corneal disease,EFO:0009464
Bartholin's gland disease,Bartholin gland disease,EFO:0009469
small kidney,small kidney,EFO:0009471
tympanic membrane perforation,tympanic membrane perforation,EFO:0009472
vertebral joint disorder,vertebral joint disease,EFO:0009477
polyp of vocal cord,vocal cord polyp,EFO:0009478
Vocal Cord Polyp,vocal cord polyp,EFO:0009478
paranasal sinus disease,paranasal sinus disease,EFO:0009481
paranasal sinus disorder,paranasal sinus disease,EFO:0009481
Paranasal Sinus Disorder,paranasal sinus disease,EFO:0009481
drug allergy,drug allergy,EFO:0009482
drug allergy,drug allergy,EFO:0009482
breast disease,breast disease,EFO:0009483
breast disorder,breast disease,EFO:0009483
Breast Disorder,breast disease,EFO:0009483
polyp of corpus uteri,uterine polyp,EFO:0009484
uterine polyp,uterine polyp,EFO:0009484
Uterine Polyp,uterine polyp,EFO:0009484
nerve compression syndrome,nerve compression syndrome,EFO:0009487
nerve compression syndrome,nerve compression syndrome,EFO:0009487
Entrapment Neuropathy,nerve compression syndrome,EFO:0009487
spinal cord disease,spinal cord disease,EFO:0009488
spinal cord disorder,spinal cord disease,EFO:0009488
Spinal Cord Disorder,spinal cord disease,EFO:0009488
cranial nerve palsy,cranial nerve palsy,EFO:0009489
cranial nerve palsy,cranial nerve palsy,EFO:0009489
Cranial Nerve Palsy,cranial nerve palsy,EFO:0009489
nervous system injury,nervous system injury,EFO:0009490
adrenal cortical hypofunction,adrenocortical insufficiency,EFO:0009491
adrenocortical insufficiency,adrenocortical insufficiency,EFO:0009491
Adrenocortical Insufficiency,adrenocortical insufficiency,EFO:0009491
Arrêt cardiaque,cardiac arrest,EFO:0009492
cardiac arrest,cardiac arrest,EFO:0009492
Paraoxymální tachykardie,paroxysmal tachycardia,EFO:0009493
AIDS-related disorder,AIDS-related disease,EFO:0009528
AIDS-Related Disorder,AIDS-related disease,EFO:0009528
anemia due to enzyme disorder,anemia due to enzyme disorder,EFO:0009529
Anemia due to Enzyme Disorder,anemia due to enzyme disorder,EFO:0009529
anuria,anuria,EFO:0009530
anuria,anuria,EFO:0009530
aortic valve disease,aortic valve disease,EFO:0009531
aortic valve disorder,aortic valve disease,EFO:0009531
Aortic Valve Disorder,aortic valve disease,EFO:0009531
autonomic nervous system disease,autonomic nervous system disease,EFO:0009532
autonomic nervous system disorder,autonomic nervous system disease,EFO:0009532
basal ganglia disease,basal ganglia disease,EFO:0009533
basal ganglia disorder,basal ganglia disease,EFO:0009533
biliary tract disease,biliary tract disease,EFO:0009534
biliary tract disorder,biliary tract disease,EFO:0009534
binocular vision disease,binocular vision disease,EFO:0009535
binocular vision disease,binocular vision disease,EFO:0009535
Binocular Vision Disorder,binocular vision disease,EFO:0009535
blepharitis,blepharitis,EFO:0009536
Blefarit,blepharitis,EFO:0009536
blepharitis,blepharitis,EFO:0009536
Blepharitis,blepharitis,EFO:0009536
cervical disk degenerative disorder,cervical disc degenerative disorder,EFO:0009537
Cervical Disc Degenerative Disorder,cervical disc degenerative disorder,EFO:0009537
"Guillain-Barre syndrome, familial",chronic inflammatory demyelinating polyneuropathy,EFO:0009538
congenital mitral malformation,congenital mitral malformation,EFO:0009539
dental pulp disease,dental pulp disease,EFO:0009540
dental pulp disorder,dental pulp disease,EFO:0009540
Dental Pulp Disorder,dental pulp disease,EFO:0009540
obsolete disorder of peritoneum,disease of peritoneum,EFO:0009541
appendix disease,disorder of appendix,EFO:0009542
disorder of appendix,disorder of appendix,EFO:0009542
esophageal disease,esophageal disease,EFO:0009544
esophageal disorder,esophageal disease,EFO:0009544
Esophageal Disorder,esophageal disease,EFO:0009544
esophageal varix,esophageal varices,EFO:0009545
esophageal varices,esophageal varices,EFO:0009545
Esophageal Varices,esophageal varices,EFO:0009545
obsolete eye adnexa disease,eye adnexa disease,EFO:0009546
eye adnexa disorder,eye adnexa disease,EFO:0009546
eyelid disease,eyelid disease,EFO:0009547
eyelid disorder,eyelid disease,EFO:0009547
Eyelid Disorder,eyelid disease,EFO:0009547
fallopian tube disease,fallopian tube disease,EFO:0009548
fallopian tube disorder,fallopian tube disease,EFO:0009548
Fallopian Tube Disorder,fallopian tube disease,EFO:0009548
female reproductive system disease,female reproductive system disease,EFO:0009549
female reproductive system disorder,female reproductive system disease,EFO:0009549
Female Reproductive System Disorder,female reproductive system disease,EFO:0009549
headache disorder,headache disorder,EFO:0009550
heart valve disease,heart valve disease,EFO:0009551
heart valve disorder,heart valve disease,EFO:0009551
Valvular Heart Disorder,heart valve disease,EFO:0009551
hemorrhoid,hemorrhoid,EFO:0009552
hemorrhoid,hemorrhoid,EFO:0009552
Hemorrhoid,hemorrhoid,EFO:0009552
HIV-associated cancer,HIV-associated cancer,EFO:0009553
malabsorption syndrome,malabsorption syndrome,EFO:0009554
Malabsorption Syndrome,malabsorption syndrome,EFO:0009554
male reproductive system disease,male reproductive system disease,EFO:0009555
male reproductive system disorder,male reproductive system disease,EFO:0009555
Male Reproductive System Disorder,male reproductive system disease,EFO:0009555
mineral metabolism disease,mineral metabolism disease,EFO:0009556
mitral valve disease,mitral valve disease,EFO:0009557
mitral valve disorder,mitral valve disease,EFO:0009557
Mitral Valve Disorder,mitral valve disease,EFO:0009557
mononeuropathy,mononeuropathy,EFO:0009558
mononeuropathy,mononeuropathy,EFO:0009558
plexopathy,nerve plexus disease,EFO:0009559
nerve plexus disorder,nerve plexus disease,EFO:0009559
Plexopathy,nerve plexus disease,EFO:0009559
otitis externa,otitis externa,EFO:0009560
otitis externa,otitis externa,EFO:0009560
Infectious Otitis Externa,otitis externa,EFO:0009560
Otitis Externa,otitis externa,EFO:0009560
parasitic intestinal disorder,parasitic intestinal disease,EFO:0009561
polyneuropathy,polyneuropathy,EFO:0009562
polyneuropathy,polyneuropathy,EFO:0009562
Polyneuropathy,polyneuropathy,EFO:0009562
protein-energy malnutrition,protein energy malnutrition,EFO:0009563
protein-energy malnutrition,protein energy malnutrition,EFO:0009563
Protein Energy Malnutrition,protein energy malnutrition,EFO:0009563
pulmonary valve disease,pulmonary valve disease,EFO:0009564
pulmonary valve disorder,pulmonary valve disease,EFO:0009564
Pulmonary Valve Disorder,pulmonary valve disease,EFO:0009564
radiation-induced disorder,radiation-induced disorder,EFO:0009565
Radiation-Induced Disorder,radiation-induced disorder,EFO:0009565
renal tubule disorder,renal tubule disease,EFO:0009566
spirochaetales infections,Spirochaetales Infections,EFO:0009567
tricuspid valve disease,tricuspid valve disease,EFO:0009568
tricuspid valve disorder,tricuspid valve disease,EFO:0009568
Tricuspid Valve Disorder,tricuspid valve disease,EFO:0009568
trigeminal nerve disease,trigeminal nerve disease,EFO:0009569
trigeminal nerve disorder,trigeminal nerve disease,EFO:0009569
Trigeminal Nerve Disorder,trigeminal nerve disease,EFO:0009569
tympanic membrane disease,tympanic membrane disease,EFO:0009570
tympanic membrane disorder,tympanic membrane disease,EFO:0009570
urinary tract obstruction,urinary tract obstruction,EFO:0009571
urinary tract obstruction,urinary tract obstruction,EFO:0009571
Obstructive Uropathy,urinary tract obstruction,EFO:0009571
uterine inflammatory disease,uterine inflammatory disease,EFO:0009572
uterine inflammatory disease,uterine inflammatory disease,EFO:0009572
testicular disease,testicular disease,EFO:0009601
testicular disorder,testicular disease,EFO:0009601
Testicular Disorder,testicular disease,EFO:0009601
prostate disease,prostate disease,EFO:0009602
prostate disorder,prostate disease,EFO:0009602
Prostate Disorder,prostate disease,EFO:0009602
labyrinthitis,labyrinthitis,EFO:0009604
otitis interna,labyrinthitis,EFO:0009604
labyrinthitis,labyrinthitis,EFO:0009604
Labyrinthitis,labyrinthitis,EFO:0009604
pancreas disease,pancreas disease,EFO:0009605
pancreas disorder,pancreas disease,EFO:0009605
Pancreatic Disorder,pancreas disease,EFO:0009605
macular degeneration,macular degeneration,EFO:0009606
macular degeneration,macular degeneration,EFO:0009606
Macular Degeneration,macular degeneration,EFO:0009606
pituitary gland disease,pituitary gland disease,EFO:0009607
pituitary gland disorder,pituitary gland disease,EFO:0009607
Pituitary Gland Disorder,pituitary gland disease,EFO:0009607
stomach disease,stomach disease,EFO:0009608
stomach disorder,stomach disease,EFO:0009608
Stomach Disorder,stomach disease,EFO:0009608
myocarditis,myocarditis,EFO:0009609
myocarditis,myocarditis,EFO:0009609
Myocarditis,myocarditis,EFO:0009609
"spondylosis, cervical",cervical spondylosis,EFO:0009610
jaw fracture,jaw fracture,EFO:0009612
neuroma,neuroma,EFO:0009619
neuroma,neuroma,EFO:0009619
Neuroma,neuroma,EFO:0009619
pyloric stenosis,pyloric stenosis,EFO:0009626
gastric outlet obstruction,pyloric stenosis,EFO:0009626
gastric outlet obstruction,pyloric stenosis,EFO:0009626
Estenosis pilórica,pyloric stenosis,EFO:0009626
pyloric stenosis,pyloric stenosis,EFO:0009626
Pyloric Stenosis,pyloric stenosis,EFO:0009626
"neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy","neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy",EFO:0009644
"neurodevelopmental disorder with or without anomalies of the brain, eye, or heart","neurodevelopmental disorder with or without anomalies of the brain, eye, or heart",EFO:0009645
MYH-9 related disease,macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,EFO:0009646
macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,EFO:0009646
May-Hegglin Anomaly,macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,EFO:0009646
Macrothrombocytopenia and Granulocyte Inclusions with or without Nephritis or Sensorineural Hearing Loss,macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,EFO:0009646
hyperproinsulinemia,hyperproinsulinemia,EFO:0009650
obsolete native cell,reference sample,EFO:0009654
acute pharyngitis,acute pharyngitis,EFO:0009657
Acute Pharyngitis,acute pharyngitis,EFO:0009657
anus disease,anus disease,EFO:0009660
anus disorder,anus disease,EFO:0009660
Anal Disorder,anus disease,EFO:0009660
bronchitis,bronchitis,EFO:0009661
Bronchite,bronchitis,EFO:0009661
bronchitis,bronchitis,EFO:0009661
Bronchitis,bronchitis,EFO:0009661
common wart,common wart,EFO:0009662
common wart,common wart,EFO:0009662
Verruca Vulgaris,common wart,EFO:0009662
obsolete disorder of genitourinary system,disease of genitourinary system,EFO:0009663
obsolete eye and adnexa disease,disease of orbital region,EFO:0009664
disorder of orbital region,disease of orbital region,EFO:0009664
enthesopathy,enthesopathy,EFO:0009666
enthesopathy,enthesopathy,EFO:0009666
eustachian tube disease,eustachian tube disease,EFO:0009667
eustachian tube disorder,eustachian tube disease,EFO:0009667
external ear disease,external ear disease,EFO:0009668
external ear disorder,external ear disease,EFO:0009668
External Ear Disorder,external ear disease,EFO:0009668
gingival disease,gingival disease,EFO:0009670
gingival disorder,gingival disease,EFO:0009670
Gingival Disorder,gingival disease,EFO:0009670
hereditary ataxia,hereditary ataxia,EFO:0009671
obsolete hereditary ataxia,hereditary ataxia,EFO:0009671
hereditary ataxia,hereditary ataxia,EFO:0009671
inner ear disease,inner ear disease,EFO:0009672
inner ear disorder,inner ear disease,EFO:0009672
Inner Ear Disorder,inner ear disease,EFO:0009672
laryngeal disease,laryngeal disease,EFO:0009673
laryngeal disorder,laryngeal disease,EFO:0009673
Laryngeal Disorder,laryngeal disease,EFO:0009673
lens disease,lens disease,EFO:0009674
lens disorder,lens disease,EFO:0009674
Lens Disorder,lens disease,EFO:0009674
nevus,melanocytic nevus,EFO:0009675
melanocytic nevus,melanocytic nevus,EFO:0009675
Melanocytic Nevus,melanocytic nevus,EFO:0009675
musculoskeletal system disease,musculoskeletal system disease,EFO:0009676
musculoskeletal system disorder,musculoskeletal system disease,EFO:0009676
