query_id,source_query,gold_codes,gold_labels,original_row_indices,original_mapping_pair_count
851,Other diseases of pericardium,EFO:0007427,pericarditis,851,1
852,Other conduction disorders,EFO:0005137,conduction system disease,852,1
853,Other cardiac arrhythmias,EFO:0004269,cardiac arrythmia,853,1
854,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",EFO:0009677,occlusion precerebral artery,854,1
855,Other venous embolism and thrombosis,EFO:0004286,venous thromboembolism,855,1
856,Other non-infective disorders of lymphatic vessels and lymph nodes,EFO:0007352,lymphatic system disease,856,1
857,Other disorders of eyelid,EFO:0009547,eyelid disease,857,1
858,Disorders of orbit,EFO:0009664,disease of orbital region,858,1
859,Other disorders of conjunctiva,EFO:1000203,conjunctival disorder,859,1
860,Other disorders of lens,EFO:0009674,lens disease,860,1
861,Paralytic strabismus,EFO:0009678,paralytic strabismus,861,1
862,Other strabismus,HP:0000486,strabismus,862,1
863,Other disorders of eye and adnexa,EFO:0009546,eye adnexa disease,863,1
864,Other disorders of external ear,EFO:0009668,external ear disease,864,1
865,Other disorders of Eustachian tube,EFO:0009667,eustachian tube disease,865,1
866,Disorders of vestibular function,EFO:0009691,vestibular disease,866,1
867,Other diseases of inner ear,EFO:0009672,inner ear disease,867,1
868,Otalgia and effusion of ear,HP:0030766 | EFO:0007415,ear pain||otitis media with effusion,868,1
869,"Other disorders of ear, not elsewhere classified",EFO:1001455,auditory system disease,869,1
870,Other mononeuropathies,EFO:0009558,mononeuropathy,870,1
871,Other polyneuropathies,EFO:0009562,polyneuropathy,871,1
872,Paraplegia and tetraplegia,EFO:0009679 | EFO:0009684,paraplegia,872,1
873,Other disorders of brain,EFO:0005774,brain disease,873,1
874,Other diseases of spinal cord,EFO:0009488,spinal cord disease,874,1
875,Somatoform disorders,EFO:0009687,somatoform disorder,875,1
876,Thyrotoxicosis [hyperthyroidism],EFO:0009189,hyperthyroidism,876,1
877,"Other disorders of fluid, electrolyte and acid-base balance",HP:0001939,abnormality of metabolism/homeostasis,877,1
878,Benign lipomatous neoplasm,EFO:0000759,lipoma,878,1
879,Melanocytic naevi,EFO:0009675,Melanocytic nevus,879,1
880,Benign neoplasm of other and unspecified endocrine glands,EFO:0003769,endocrine neoplasm,880,1
881,Benign neoplasm of other and unspecified sites,EFO:0002422,benign neoplasm,881,1
882,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,EFO:0008549,digestive system neoplasm,882,1
883,Other aplastic anaemias,HP:0001915,aplastic anemia,883,1
884,Other diseases of blood and blood-forming organs,EFO:0005803,hematologic disease,884,1
885,"Other disorders involving the immune mechanism, not elsewhere classified",EFO:0000540,immune system disease,885,1
886,Other and unspecified types of non-Hodgkin's lymphoma,EFO:0005952,non-Hodgkins lymphoma,886,1
887,Other disorders of adrenal gland,EFO:0005539,adrenal gland disease,887,1
